Date;Town;Articlegroup;CustomerName;CustomerNo;Article;UnitPrice;Quantity;Amount;intArticleRow;intCustomerRow
2012-02-06;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-03-13;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-07-27;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2012-08-04;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2011-02-20;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-08-07;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2010-09-16;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-02-16;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2011-12-15;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-04-27;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2013-09-26;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-12-08;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-11-25;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-03-14;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2012-08-27;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-10-16;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2010-12-03;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2011-11-25;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2012-03-15;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2013-11-12;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2010-09-18;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2010-09-09;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2013-04-21;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-05-07;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-04-20;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2010-07-26;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2012-04-05;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-02-22;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2013-08-24;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-09-28;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-04-19;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-09-24;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-05-22;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2013-02-07;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2010-07-24;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2011-08-04;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2012-04-24;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-08-13;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2010-04-29;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2013-10-08;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-11-06;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2010-05-23;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2013-07-05;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2012-05-02;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-01-07;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-07-12;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2010-10-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2013-08-10;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2011-04-09;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2012-02-22;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2010-11-04;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2010-09-01;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2011-02-12;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-08-23;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2011-09-24;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-02-02;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-06-09;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2011-02-01;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2011-02-15;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-11-03;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-09-26;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-10-20;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-07-14;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-11-18;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-08-10;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2010-08-30;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2011-05-08;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2011-08-02;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2010-03-15;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-10-20;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2011-01-10;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2010-11-28;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2011-08-08;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-09-10;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-10-15;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-09-21;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2012-04-02;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2010-07-05;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-09-09;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-03-16;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2012-07-19;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2010-01-14;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2012-11-29;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2013-08-12;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2012-11-01;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2013-11-08;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2013-10-16;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2010-04-29;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2010-06-15;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-10-15;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-06-20;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2010-09-20;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2012-04-07;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-02-05;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-09-23;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-03-27;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2013-11-03;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-08-29;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2011-08-13;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-01-18;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2012-10-04;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-11-10;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-09-04;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2010-01-20;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-01-13;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2013-07-14;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-10-11;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2011-04-06;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-07-15;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2011-06-26;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2013-05-01;Rom;Software;Taders Ldt.;10008;WebServer;99,99;1;99,99;12;9
2013-07-12;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-11-16;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2010-01-05;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-09-08;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2013-09-03;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-09-12;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-03-21;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2011-04-20;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-04-08;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2012-05-17;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2010-04-03;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2013-10-23;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2011-06-23;Rom;Hardware;Taders Ldt.;10008;PC Mouse USB;9,99;1;9,99;2;9
2010-11-20;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-02-26;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2012-07-08;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2012-03-04;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2010-04-03;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2013-12-15;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2010-11-28;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2012-10-30;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-07-30;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2011-08-10;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-03-10;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2011-10-19;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2012-01-16;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2012-04-27;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2010-05-12;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-12-14;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-04-13;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-02-28;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2011-03-15;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-03-27;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-08-09;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2010-07-22;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-08-12;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2011-09-08;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-09-24;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-05-13;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-03-24;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-09-27;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2010-09-09;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-05-07;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2010-08-23;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2012-06-25;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2012-06-25;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-03-20;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2013-05-14;Rom;Hardware;Taders Ldt.;10008;PC Mouse USB;9,99;1;9,99;2;9
2012-06-11;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2010-10-02;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-07-21;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2010-06-11;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2010-09-04;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2013-08-07;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2013-06-26;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2011-05-24;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2012-03-24;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2010-07-02;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-09-06;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2012-10-15;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2013-07-26;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2013-10-26;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-11-12;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2011-04-13;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2011-11-03;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2012-12-09;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2010-01-12;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-02-17;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-11-27;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-09-05;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2012-01-05;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-08-07;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-06-20;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2013-02-17;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-04-08;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2010-06-01;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2013-09-26;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-06-05;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-10-29;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2010-03-09;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-09-10;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-07-14;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-04-15;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2010-07-12;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2013-02-19;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2013-03-23;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2011-07-17;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-09-13;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2010-02-13;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2013-03-24;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-11-26;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2011-06-04;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2012-06-26;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2012-04-24;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-01-12;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2013-05-16;Berlin;Software;LCD Consulting;10001;WebServer;99,99;1;99,99;12;2
2011-06-13;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2011-03-02;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2012-02-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-12-24;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2013-04-18;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-03-09;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2013-11-24;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-05-03;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-04-07;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2012-03-14;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-01-14;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2012-03-17;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2013-03-17;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-02-04;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2010-07-18;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2011-01-15;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2013-08-23;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-11-15;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-01-25;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2012-09-23;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2013-11-15;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-03-29;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2013-07-29;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-11-04;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-06-27;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2012-03-11;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-06-18;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2010-11-16;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-10-11;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2013-07-09;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2011-02-26;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2010-07-20;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2010-09-29;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2012-02-12;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2012-05-24;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2012-06-16;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-05-29;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-07-15;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2010-09-30;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-01-15;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
